Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-9694516~SARS-CoV-2 Infection	11	6.790123456790123	0.002174188841020395	23193, 6187, 23165, 11253, 207, 208, 7329, 25921, 3921, 6628, 3703	128	299	11153	3.205554974916388	0.8580627998225362	0.04756700952183645	0.041150500991020154
REACTOME_PATHWAY	R-HSA-71291~Metabolism of amino acids and derivatives	12	7.4074074074074066	0.0023447843189654087	5717, 6152, 5719, 4141, 6165, 6187, 6520, 10295, 191, 11047, 5689, 3921	128	354	11153	2.953654661016949	0.8782446109268296	0.05007789366933266	0.04332268170278945
GOTERM_BP_DIRECT	GO:0048026~positive regulation of mRNA splicing, via spliceosome	4	2.4691358024691357	0.0024991794491564553	3312, 6434, 10262, 79084	161	33	19416	14.617730095990966	0.9242168379110125	0.23424127382548232	0.23242368877155034
UP_KW_BIOLOGICAL_PROCESS	KW-0810~Translation regulation	7	4.320987654320987	0.0025825414522216146	149986, 1981, 7866, 207, 208, 5315, 9939	117	136	11434	5.030040221216692	0.16772937408143773	0.04584011077693366	0.043257569324712045
REACTOME_PATHWAY	R-HSA-70326~Glucose metabolism	6	3.7037037037037033	0.0026641760795586837	7167, 23165, 2023, 5315, 3098, 5515	128	84	11153	6.223772321428571	0.9086406810219961	0.054169163015764285	0.04686206298799676
REACTOME_PATHWAY	R-HSA-5628897~TP53 Regulates Metabolic Genes	6	3.7037037037037033	0.0026641760795586837	1349, 5571, 7001, 207, 208, 1350	128	84	11153	6.223772321428571	0.9086406810219961	0.054169163015764285	0.04686206298799676
REACTOME_PATHWAY	R-HSA-202424~Downstream TCR signaling	6	3.7037037037037033	0.002805299989483129	5717, 5296, 5719, 7322, 11047, 5689	128	85	11153	6.150551470588235	0.9195315638954631	0.054169163015764285	0.04686206298799676
REACTOME_PATHWAY	R-HSA-1428517~Aerobic respiration and respiratory electron transport	10	6.172839506172839	0.002868909095669908	1349, 9551, 3313, 515, 5315, 1350, 4711, 7416, 4712, 6390	128	260	11153	3.351262019230769	0.9240066905472035	0.054169163015764285	0.04686206298799676
REACTOME_PATHWAY	R-HSA-1257604~PIP3 activates AKT signaling	10	6.172839506172839	0.002868909095669908	5717, 5296, 5719, 9112, 207, 208, 11047, 5689, 5515, 54815	128	260	11153	3.351262019230769	0.9240066905472035	0.054169163015764285	0.04686206298799676
REACTOME_PATHWAY	R-HSA-392499~Metabolism of proteins	38	23.456790123456788	0.0028986843085358816	6472, 6152, 7322, 5862, 3021, 292, 5717, 5719, 1314, 377, 3313, 3312, 23165, 8703, 55527, 11047, 7416, 6728, 4869, 4141, 3190, 6165, 9112, 6187, 26986, 3098, 10987, 23193, 1487, 1981, 7844, 11253, 7329, 5689, 4712, 3921, 4758, 3703	128	2093	11153	1.5819621954132825	0.9260151980765405	0.054169163015764285	0.04686206298799676
REACTOME_PATHWAY	R-HSA-422475~Axon guidance	15	9.25925925925926	0.0030426140698081323	6152, 5296, 6187, 10092, 6165, 26986, 5717, 5719, 3312, 1981, 11047, 71, 5689, 9939, 3921	128	535	11153	2.4429760514018692	0.9350011206975559	0.05474688772545395	0.04736185604788434
REACTOME_PATHWAY	R-HSA-1234176~Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	5	3.0864197530864197	0.003051665982466775	5717, 5719, 7322, 11047, 5689	128	53	11153	8.220076650943396	0.9355283465686617	0.05474688772545395	0.04736185604788434
WIKIPATHWAYS	WP5426:HDAC6 interactions in the central nervous system	7	4.320987654320987	0.003066206755582633	7001, 2521, 3312, 5499, 22919, 207, 23435	113	112	8749	4.8390486725663715	0.6607312978879376	0.11992275310723188	0.11651585671214006
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	12	7.4074074074074066	0.0032167224048356823	10987, 3190, 3304, 7001, 7037, 3313, 5763, 207, 4831, 7416, 4869, 10456	161	506	19416	2.8599906709547542	0.9639116904223977	0.26031767193427985	0.2582977481947316
GOTERM_BP_DIRECT	GO:0042273~ribosomal large subunit biogenesis	4	2.4691358024691357	0.0034745651943775247	6165, 10969, 51154, 4869	161	37	19416	13.037434950478428	0.9723606444409121	0.26031767193427985	0.2582977481947316
GOTERM_BP_DIRECT	GO:0043248~proteasome assembly	3	1.8518518518518516	0.003534866544209426	5717, 23392, 11047	161	11	19416	32.88989271597967	0.9740323551436859	0.26031767193427985	0.2582977481947316
KEGG_PATHWAY	hsa00190:Oxidative phosphorylation	7	4.320987654320987	0.0035695954380538203	1349, 9551, 515, 1350, 4711, 4712, 6390	96	138	8865	4.684103260869565	0.5543279235353284	0.04481825383334241	0.04025710410694031
REACTOME_PATHWAY	R-HSA-68867~Assembly of the pre-replicative complex	7	4.320987654320987	0.003799022542696821	5717, 4173, 3837, 5719, 11047, 5689, 3021	128	131	11153	4.655951812977099	0.9670976985375231	0.0668181023686088	0.057804735159465354
REACTOME_PATHWAY	R-HSA-9694635~Translation of Structural Proteins	5	3.0864197530864197	0.003975436857476887	23193, 11253, 7329, 25921, 3703	128	57	11153	7.643229166666667	0.9719305600586834	0.0685762857914763	0.059325750026962776
GOTERM_BP_DIRECT	GO:0048255~mRNA stabilization	4	2.4691358024691357	0.0040379640460619926	1994, 2521, 8148, 26986	161	39	19416	12.368848542761585	0.9845719644412718	0.2775427287659943	0.2753891479414279
REACTOME_PATHWAY	R-HSA-68949~Orc1 removal from chromatin	5	3.0864197530864197	0.004232864525208645	5717, 4173, 5719, 11047, 5689	128	58	11153	7.511449353448276	0.977739424189754	0.07163923545494631	0.061975525878526574
REACTOME_PATHWAY	R-HSA-9675108~Nervous system development	15	9.25925925925926	0.004568864100624275	6152, 5296, 6187, 10092, 6165, 26986, 5717, 5719, 3312, 1981, 11047, 71, 5689, 9939, 3921	128	560	11153	2.3339146205357144	0.983553818142881	0.07589390922703657	0.06565626929785995
GOTERM_MF_DIRECT	GO:0003712~transcription coregulator activity	6	3.7037037037037033	0.004677904868650799	9862, 2521, 8148, 23133, 23476, 6603	161	130	19208	5.506354515050167	0.8747162438186005	0.22437819629423975	0.22184571100875172
REACTOME_PATHWAY	R-HSA-975956~Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	6	3.7037037037037033	0.004735023812697197	6152, 6165, 6187, 1981, 26986, 3921	128	96	11153	5.445800781249999	0.9858409854553729	0.07722393381798884	0.066806881430055
GOTERM_BP_DIRECT	GO:0043488~regulation of mRNA stability	4	2.4691358024691357	0.004981840957652957	207, 8570, 23589, 8087	161	42	19416	11.485359361135759	0.9941954590123114	0.3117815037765729	0.3093622486551252
GOTERM_MF_DIRECT	GO:0003730~mRNA 3'-UTR binding	8	4.938271604938271	0.005064970570976067	220988, 1994, 2521, 8148, 26986, 23589, 8087, 23435	161	250	19208	3.817739130434782	0.8945463298698005	0.22437819629423975	0.22184571100875172
GOTERM_BP_DIRECT	GO:0051028~mRNA transport	5	3.0864197530864197	0.005140917133076371	23165, 6426, 9939, 8570, 8087	161	84	19416	7.17834960070985	0.9950775878942184	0.3117815037765729	0.3093622486551252
REACTOME_PATHWAY	R-HSA-1234174~Cellular response to hypoxia	5	3.0864197530864197	0.00537501860029403	5717, 5719, 7322, 11047, 5689	128	62	11153	7.026839717741935	0.9920485091434262	0.08609628007970974	0.07448240060407442
UP_KW_BIOLOGICAL_PROCESS	KW-0324~Glycolysis	4	2.4691358024691357	0.005693472462329107	7167, 2023, 5315, 3098	117	36	11434	10.858499525166193	0.33328438362468105	0.08084730896507332	0.07629253099521004
WIKIPATHWAYS	WP3965:Lipid metabolism pathway	4	2.4691358024691357	0.005856904331694229	5571, 47, 207, 208	113	29	8749	10.679279829111993	0.8735225677832829	0.2061630324756369	0.20030612814394264
REACTOME_PATHWAY	R-HSA-8852276~The role of GTSE1 in G2/M progression after G2 checkpoint	5	3.0864197530864197	0.006016479496685424	5717, 5719, 22919, 11047, 5689	128	64	11153	6.8072509765625	0.995542121665339	0.09468038786889166	0.0819085629724191
KEGG_PATHWAY	hsa04066:HIF-1 signaling pathway	6	3.7037037037037033	0.006182147355364395	5296, 7037, 2023, 207, 208, 3098	96	109	8865	5.083142201834862	0.7537731283405136	0.07353501591117649	0.06605136384941959
WIKIPATHWAYS	WP5124:Alzheimer 39 s disease	10	6.172839506172839	0.006473475496229884	5296, 5719, 207, 208, 11047, 5689, 292, 7416, 1857, 8408	113	263	8749	2.9439079376829635	0.8983348587828104	0.20715121587935628	0.20126623815551092
REACTOME_PATHWAY	R-HSA-1280215~Cytokine Signaling in Immune system	18	11.11111111111111	0.006742460319515635	5296, 7322, 3185, 5717, 3837, 5719, 3304, 3313, 3312, 1981, 23165, 207, 7329, 11047, 208, 5689, 5515, 4869	128	775	11153	2.0237298387096776	0.9976852837685266	0.10417464552510296	0.09012210136842798
REACTOME_PATHWAY	R-HSA-69002~DNA Replication Pre-Initiation	7	4.320987654320987	0.006852066985486148	5717, 4173, 3837, 5719, 11047, 5689, 3021	128	148	11153	4.121146537162162	0.9979034417724327	0.10417464552510296	0.09012210136842798
KEGG_PATHWAY	hsa05230:Central carbon metabolism in cancer	5	3.0864197530864197	0.006954880552811472	5296, 207, 208, 5315, 3098	96	71	8865	6.503080985915493	0.7934668469145122	0.07859015024676964	0.07059203761103644
REACTOME_PATHWAY	R-HSA-69242~S Phase	7	4.320987654320987	0.007074544250922155	5717, 4173, 5719, 207, 208, 11047, 5689	128	149	11153	4.093487835570469	0.9982851328793884	0.10576443655128621	0.0914974389785932
WIKIPATHWAYS	WP2059:Alzheimer 39 s disease and miRNA effects	10	6.172839506172839	0.007293806676178197	5296, 5719, 207, 208, 11047, 5689, 292, 7416, 1857, 8408	113	268	8749	2.888984282129177	0.9239853247168422	0.2139516625012271	0.2078734902710786
REACTOME_PATHWAY	R-HSA-202403~TCR signaling	6	3.7037037037037033	0.00746139663376749	5717, 5296, 5719, 7322, 11047, 5689	128	107	11153	4.8859521028037385	0.9987910061228794	0.10664502147841014	0.09225923820205827
REACTOME_PATHWAY	R-HSA-8878166~Transcriptional regulation by RUNX2	6	3.7037037037037033	0.00746139663376749	5717, 5719, 207, 208, 11047, 5689	128	107	11153	4.8859521028037385	0.9987910061228794	0.10664502147841014	0.09225923820205827
REACTOME_PATHWAY	R-HSA-9006925~Intracellular signaling by second messengers	10	6.172839506172839	0.0075678388994483824	5717, 5296, 5719, 9112, 207, 208, 11047, 5689, 5515, 54815	128	302	11153	2.885192466887417	0.9989018940014037	0.10664502147841014	0.09225923820205827
REACTOME_PATHWAY	R-HSA-1236978~Cross-presentation of soluble exogenous antigens (endosomes)	4	2.4691358024691357	0.007828038334843291	5717, 5719, 11047, 5689	128	36	11153	9.68142361111111	0.9991320512822914	0.10664502147841014	0.09225923820205827
REACTOME_PATHWAY	R-HSA-2871837~FCERI mediated NF-kB activation	5	3.0864197530864197	0.007838153490789288	5717, 5719, 7322, 11047, 5689	128	69	11153	6.313971920289855	0.9991399524280381	0.10664502147841014	0.09225923820205827
REACTOME_PATHWAY	R-HSA-3700989~Transcriptional Regulation by TP53	11	6.790123456790123	0.00784679087801011	1349, 5571, 7001, 8148, 207, 208, 1350, 5437, 5515, 54815, 4869	128	359	11153	2.6698076253481893	0.9991466423658476	0.10664502147841014	0.09225923820205827
KEGG_PATHWAY	hsa01200:Carbon metabolism	6	3.7037037037037033	0.008005984307538716	6472, 7167, 2023, 5315, 3098, 6390	96	116	8865	4.776400862068965	0.8374279788106906	0.0861596406430357	0.07739118163954091
REACTOME_PATHWAY	R-HSA-168249~Innate Immune System	22	13.580246913580247	0.008055303650115486	5296, 10092, 47, 8694, 7322, 124583, 5717, 353, 3837, 5719, 3304, 3312, 10043, 5315, 11047, 71, 5689, 4831, 51248, 5437, 5515, 4758	128	1057	11153	1.813549550614948	0.9992932735193145	0.10784488618139687	0.09329724824611368
REACTOME_PATHWAY	R-HSA-9772573~Late SARS-CoV-2 Infection Events	5	3.0864197530864197	0.008241367286708733	23193, 11253, 7329, 25921, 3703	128	70	11153	6.223772321428571	0.9994027274670647	0.10825252819769826	0.09364990176300318
WIKIPATHWAYS	WP5049:Glycolysis in senescence	3	1.8518518518518516	0.008284341530441547	2023, 5315, 3098	113	11	8749	21.11584875301689	0.9465085944561196	0.22431447836272497	0.217941907954693
GOTERM_MF_DIRECT	GO:0004721~phosphoprotein phosphatase activity	4	2.4691358024691357	0.008348641128981309	5499, 92609, 5515, 9110	161	50	19208	9.544347826086957	0.9756195329119255	0.3362225472853382	0.3324277104085285
REACTOME_PATHWAY	R-HSA-211733~Regulation of activated PAK-2p34 by proteasome mediated degradation	4	2.4691358024691357	0.00844888795431752	5717, 5719, 11047, 5689	128	37	11153	9.419763513513512	0.9995049489003741	0.10825252819769826	0.09364990176300318
REACTOME_PATHWAY	R-HSA-9694548~Maturation of spike protein	4	2.4691358024691357	0.00844888795431752	23193, 11253, 25921, 3703	128	37	11153	9.419763513513512	0.9995049489003741	0.10825252819769826	0.09364990176300318
GOTERM_BP_DIRECT	GO:0140694~membraneless organelle assembly	3	1.8518518518518516	0.008462111180328769	149986, 2521, 8087	161	17	19416	21.281695286810375	0.9998433599059025	0.44143851072752843	0.43801318765689773
GOTERM_BP_DIRECT	GO:0045725~positive regulation of glycogen biosynthetic process	3	1.8518518518518516	0.008462111180328769	5499, 207, 208	161	17	19416	21.281695286810375	0.9998433599059025	0.44143851072752843	0.43801318765689773
GOTERM_BP_DIRECT	GO:0006096~glycolytic process	4	2.4691358024691357	0.008563307676576691	7167, 2023, 5315, 3098	161	51	19416	9.458531238582388	0.9998590054263771	0.44143851072752843	0.43801318765689773
REACTOME_PATHWAY	R-HSA-156827~L13a-mediated translational silencing of Ceruloplasmin expression	6	3.7037037037037033	0.00900354191782705	6152, 6165, 6187, 1981, 26986, 3921	128	112	11153	4.667829241071429	0.9997003075909875	0.10825252819769826	0.09364990176300318
REACTOME_PATHWAY	R-HSA-5632684~Hedgehog 'on' state	5	3.0864197530864197	0.009088104351719677	5717, 5719, 11047, 5689, 25989	128	72	11153	6.050889756944445	0.9997223915325884	0.10825252819769826	0.09364990176300318
REACTOME_PATHWAY	R-HSA-9013694~Signaling by NOTCH4	5	3.0864197530864197	0.009088104351719677	5717, 5719, 207, 11047, 5689	128	72	11153	6.050889756944445	0.9997223915325884	0.10825252819769826	0.09364990176300318
REACTOME_PATHWAY	R-HSA-350562~Regulation of ornithine decarboxylase (ODC)	4	2.4691358024691357	0.009097893310325064	5717, 5719, 11047, 5689	128	38	11153	9.171875	0.9997248406294791	0.10825252819769826	0.09364990176300318
REACTOME_PATHWAY	R-HSA-9755511~KEAP1-NFE2L2 pathway	6	3.7037037037037033	0.009336473625660495	5717, 5719, 207, 208, 11047, 5689	128	113	11153	4.626521017699115	0.9997782938121555	0.10825252819769826	0.09364990176300318
KEGG_PATHWAY	hsa04140:Autophagy - animal	7	4.320987654320987	0.009441264619627035	5296, 64422, 207, 208, 5515, 9110, 8408	96	169	8865	3.8248890532544384	0.8827986859247977	0.09698753654707773	0.08711712353564946
REACTOME_PATHWAY	R-HSA-349425~Autodegradation of the E3 ubiquitin ligase COP1	4	2.4691358024691357	0.00977531191082894	5717, 5719, 11047, 5689	128	39	11153	8.936698717948719	0.9998510043330009	0.10825252819769826	0.09364990176300318
REACTOME_PATHWAY	R-HSA-69610~p53-Independent DNA Damage Response	4	2.4691358024691357	0.00977531191082894	5717, 5719, 11047, 5689	128	39	11153	8.936698717948719	0.9998510043330009	0.10825252819769826	0.09364990176300318
REACTOME_PATHWAY	R-HSA-180534~Vpu mediated degradation of CD4	4	2.4691358024691357	0.00977531191082894	5717, 5719, 11047, 5689	128	39	11153	8.936698717948719	0.9998510043330009	0.10825252819769826	0.09364990176300318
REACTOME_PATHWAY	R-HSA-75815~Ubiquitin-dependent degradation of Cyclin D	4	2.4691358024691357	0.00977531191082894	5717, 5719, 11047, 5689	128	39	11153	8.936698717948719	0.9998510043330009	0.10825252819769826	0.09364990176300318
REACTOME_PATHWAY	R-HSA-69601~Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	4	2.4691358024691357	0.00977531191082894	5717, 5719, 11047, 5689	128	39	11153	8.936698717948719	0.9998510043330009	0.10825252819769826	0.09364990176300318
REACTOME_PATHWAY	R-HSA-69613~p53-Independent G1/S DNA damage checkpoint	4	2.4691358024691357	0.00977531191082894	5717, 5719, 11047, 5689	128	39	11153	8.936698717948719	0.9998510043330009	0.10825252819769826	0.09364990176300318
GOTERM_MF_DIRECT	GO:0042803~protein homodimerization activity	14	8.641975308641975	0.010413558999485751	7167, 6520, 7037, 22880, 2023, 124583, 7392, 8087, 471, 1994, 207, 5315, 2937, 4869	161	753	19208	2.2181419250534096	0.9903171079352149	0.3844338863976823	0.38009490348122993
REACTOME_PATHWAY	R-HSA-195721~Signaling by WNT	10	6.172839506172839	0.010418790607292373	5717, 5719, 1487, 207, 208, 11047, 5689, 3021, 5515, 1857	128	318	11153	2.7400255503144653	0.9999168347705075	0.11060939888006226	0.09568884451608507
REACTOME_PATHWAY	R-HSA-9833482~PKR-mediated signaling	5	3.0864197530864197	0.010461509160897643	3304, 3312, 7329, 5515, 4869	128	75	11153	5.808854166666666	0.9999199936080271	0.11060939888006226	0.09568884451608507
REACTOME_PATHWAY	R-HSA-2995410~Nuclear Envelope (NE) Reassembly	5	3.0864197530864197	0.010461509160897643	3837, 23165, 7329, 2010, 5515	128	75	11153	5.808854166666666	0.9999199936080271	0.11060939888006226	0.09568884451608507
REACTOME_PATHWAY	R-HSA-169911~Regulation of Apoptosis	4	2.4691358024691357	0.01048138116477736	5717, 5719, 11047, 5689	128	40	11153	8.71328125	0.9999214219252789	0.11060939888006226	0.09568884451608507
WIKIPATHWAYS	WP1403:AMP activated protein kinase signaling	5	3.0864197530864197	0.010509066071803621	5296, 5571, 1994, 207, 208	113	67	8749	5.777968564258354	0.975736110011141	0.2517478202852565	0.24459589357260716
WIKIPATHWAYS	WP1471:Target of rapamycin signaling	4	2.4691358024691357	0.010727890068973999	5571, 207, 25989, 8408	113	36	8749	8.60275319567355	0.977553459334691	0.2517478202852565	0.24459589357260716
REACTOME_PATHWAY	R-HSA-5619115~Disorders of transmembrane transporters	7	4.320987654320987	0.010764784789515636	5717, 5719, 6520, 23165, 11047, 5689, 3098	128	163	11153	3.741899923312883	0.9999392267249326	0.11125912759864842	0.0962509286695108
REACTOME_PATHWAY	R-HSA-165159~MTOR signalling	4	2.4691358024691357	0.01121631891237879	5571, 1981, 207, 208	128	41	11153	8.50076219512195	0.9999596487209105	0.11125912759864842	0.0962509286695108
REACTOME_PATHWAY	R-HSA-180585~Vif-mediated degradation of APOBEC3G	4	2.4691358024691357	0.01121631891237879	5717, 5719, 11047, 5689	128	41	11153	8.50076219512195	0.9999596487209105	0.11125912759864842	0.0962509286695108
REACTOME_PATHWAY	R-HSA-2408522~Selenoamino acid metabolism	6	3.7037037037037033	0.011513970803118024	6152, 4141, 6165, 6187, 191, 3921	128	119	11153	4.393251050420168	0.9999691986031772	0.11125912759864842	0.0962509286695108
WIKIPATHWAYS	WP1982:Sterol regulatory element binding proteins SREBP signaling	5	3.0864197530864197	0.011625191397699382	3837, 5571, 47, 4047, 207	113	69	8749	5.610491214569707	0.9836910112882501	0.2557542107493864	0.2484884661258243
REACTOME_PATHWAY	R-HSA-72613~Eukaryotic Translation Initiation	6	3.7037037037037033	0.011907771676132457	6152, 6165, 6187, 1981, 26986, 3921	128	120	11153	4.356640625000001	0.9999784551912838	0.11125912759864842	0.0962509286695108
REACTOME_PATHWAY	R-HSA-72737~Cap-dependent Translation Initiation	6	3.7037037037037033	0.011907771676132457	6152, 6165, 6187, 1981, 26986, 3921	128	120	11153	4.356640625000001	0.9999784551912838	0.11125912759864842	0.0962509286695108
REACTOME_PATHWAY	R-HSA-69052~Switching of origins to a post-replicative state	5	3.0864197530864197	0.011962702818254584	5717, 4173, 5719, 11047, 5689	128	78	11153	5.585436698717949	0.9999795032473414	0.11125912759864842	0.0962509286695108
REACTOME_PATHWAY	R-HSA-9762114~GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	4	2.4691358024691357	0.011980323949235233	5717, 5719, 11047, 5689	128	42	11153	8.298363095238095	0.9999798285387533	0.11125912759864842	0.0962509286695108
REACTOME_PATHWAY	R-HSA-8854050~FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	4	2.4691358024691357	0.011980323949235233	5717, 5719, 11047, 5689	128	42	11153	8.298363095238095	0.9999798285387533	0.11125912759864842	0.0962509286695108
REACTOME_PATHWAY	R-HSA-174113~SCF-beta-TrCP mediated degradation of Emi1	4	2.4691358024691357	0.011980323949235233	5717, 5719, 11047, 5689	128	42	11153	8.298363095238095	0.9999798285387533	0.11125912759864842	0.0962509286695108
REACTOME_PATHWAY	R-HSA-4641257~Degradation of AXIN	4	2.4691358024691357	0.011980323949235233	5717, 5719, 11047, 5689	128	42	11153	8.298363095238095	0.9999798285387533	0.11125912759864842	0.0962509286695108
REACTOME_PATHWAY	R-HSA-109581~Apoptosis	7	4.320987654320987	0.01203136608368885	5717, 3837, 5719, 207, 208, 11047, 5689	128	167	11153	3.652273577844311	0.9999807419792462	0.11125912759864842	0.0962509286695108
GOTERM_BP_DIRECT	GO:0006606~protein import into nucleus	5	3.0864197530864197	0.012273942325740358	3837, 1994, 3312, 207, 4869	161	108	19416	5.583160800552105	0.9999970471383517	0.6025921208494432	0.5979163332967803
REACTOME_PATHWAY	R-HSA-2454202~Fc epsilon receptor (FCERI) signaling	6	3.7037037037037033	0.012310647187109273	5717, 5296, 5719, 7322, 11047, 5689	128	121	11153	4.320635330578512	0.9999850557606683	0.11268010741670428	0.09748022670608976
UP_KW_BIOLOGICAL_PROCESS	KW-0653~Protein transport	14	8.641975308641975	0.012476777281838082	5296, 64422, 5862, 57132, 3837, 1314, 377, 85406, 10938, 23165, 10043, 252839, 92609, 738	117	638	11434	2.144468558261662	0.5899285525036568	0.14764186450175065	0.13932401298052524
REACTOME_PATHWAY	R-HSA-4086400~PCP/CE pathway	5	3.0864197530864197	0.0124922012102718	5717, 5719, 11047, 5689, 1857	128	79	11153	5.51473496835443	0.9999873275929616	0.11318691399609904	0.0979186680724335
GOTERM_MF_DIRECT	GO:0044183~protein folding chaperone	4	2.4691358024691357	0.01252417914650466	3304, 3313, 3312, 8570	161	58	19208	8.227886056971514	0.9962396663890402	0.41502575456617674	0.4103414909706217
REACTOME_PATHWAY	R-HSA-5362768~Hh mutants are degraded by ERAD	4	2.4691358024691357	0.012773576537365142	5717, 5719, 11047, 5689	128	43	11153	8.105377906976745	0.9999901860579825	0.11457898154016533	0.0991229539299535
WIKIPATHWAYS	WP2359:Parkin ubiquitin proteasomal system pathway	5	3.0864197530864197	0.012814919744169886	5717, 5719, 3304, 3313, 3312	113	71	8749	5.452449208525489	0.9893266380256545	0.2653442205851647	0.2578060325003589
KEGG_PATHWAY	hsa03050:Proteasome	4	2.4691358024691357	0.012975573303710828	5717, 5719, 11047, 5689	96	46	8865	8.029891304347824	0.9477476839586482	0.12749911159298466	0.11452353828927382
GOTERM_MF_DIRECT	GO:0003743~translation initiation factor activity	4	2.4691358024691357	0.01311593806755412	10987, 1981, 28985, 84285	161	59	19208	8.08843036109064	0.9971166464122578	0.41502575456617674	0.4103414909706217
REACTOME_PATHWAY	R-HSA-1266738~Developmental Biology	26	16.049382716049383	0.013361516841332449	9862, 6152, 10092, 3021, 5717, 5719, 3312, 71, 6603, 11047, 5437, 9939, 54815, 4141, 5296, 6165, 9112, 6187, 7037, 26986, 23054, 1981, 207, 208, 5689, 3921	128	1393	11153	1.6263123653984206	0.999994248626375	0.1186661446205466	0.10265878286013841
REACTOME_PATHWAY	R-HSA-69541~Stabilization of p53	4	2.4691358024691357	0.013596238907561904	5717, 5719, 11047, 5689	128	44	11153	7.9211647727272725	0.999995353954959	0.11956692451061793	0.10343805286537291
GOTERM_BP_DIRECT	GO:0000381~regulation of alternative mRNA splicing, via spliceosome	4	2.4691358024691357	0.01394272109613354	6434, 9939, 8087, 5725	161	61	19416	7.907952347011506	0.9999994834530862	0.6344128226301394	0.6294901237154535
REACTOME_PATHWAY	R-HSA-69306~DNA Replication	7	4.320987654320987	0.014123271407313447	5717, 4173, 3837, 5719, 11047, 5689, 3021	128	173	11153	3.5256051300578033	0.9999971233572461	0.12299586846951611	0.10640445254441976
GOTERM_BP_DIRECT	GO:0015031~protein transport	10	6.172839506172839	0.014186199190353662	5296, 85406, 64422, 5862, 23165, 10043, 57132, 252839, 92609, 738	161	460	19416	2.621658115041858	0.9999995995618628	0.6344128226301394	0.6294901237154535
REACTOME_PATHWAY	R-HSA-8941858~Regulation of RUNX3 expression and activity	4	2.4691358024691357	0.014448455749891587	5717, 5719, 11047, 5689	128	45	11153	7.745138888888888	0.9999978602134	0.1234310934062167	0.10678096820872258
REACTOME_PATHWAY	R-HSA-9824272~Somitogenesis	4	2.4691358024691357	0.014448455749891587	5717, 5719, 11047, 5689	128	45	11153	7.745138888888888	0.9999978602134	0.1234310934062167	0.10678096820872258
GOTERM_BP_DIRECT	GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process	8	4.938271604938271	0.01476809674405756	5717, 5719, 9112, 7322, 55527, 207, 11047, 5689	161	311	19416	3.102154939985221	0.9999997821493054	0.6344128226301394	0.6294901237154535
REACTOME_PATHWAY	R-HSA-5387390~Hh mutants abrogate ligand secretion	4	2.4691358024691357	0.01533035469762954	5717, 5719, 11047, 5689	128	46	11153	7.576766304347826	0.999999041431059	0.12732711262753424	0.11015143745704188
REACTOME_PATHWAY	R-HSA-5676590~NIK-->noncanonical NF-kB signaling	4	2.4691358024691357	0.01533035469762954	5717, 5719, 11047, 5689	128	46	11153	7.576766304347826	0.999999041431059	0.12732711262753424	0.11015143745704188
REACTOME_PATHWAY	R-HSA-351202~Metabolism of polyamines	4	2.4691358024691357	0.01533035469762954	5717, 5719, 11047, 5689	128	46	11153	7.576766304347826	0.999999041431059	0.12732711262753424	0.11015143745704188
BIOCARTA	h_glycolysisPathway:Glycolysis Pathway	3	1.8518518518518516	0.015359983709452324	7167, 2023, 3098	33	10	1623	14.754545454545456	0.681921987028822	0.8132882578786002	0.8132882578786002
GOTERM_BP_DIRECT	GO:1902600~proton transmembrane transport	6	3.7037037037037033	0.015434408488441393	1349, 9551, 515, 292, 4711, 4712	161	176	19416	4.111236589497459	0.9999998915478161	0.6365150060633231	0.6315759953470218
KEGG_PATHWAY	hsa04211:Longevity regulating pathway	5	3.0864197530864197	0.015689045025324436	5296, 5571, 207, 208, 8408	96	90	8865	5.130208333333334	0.971951863318728	0.1456722046875251	0.13084715730782123
KEGG_PATHWAY	hsa04910:Insulin signaling pathway	6	3.7037037037037033	0.016114181934460743	5296, 5571, 5499, 207, 208, 3098	96	138	8865	4.014945652173913	0.9745608651968787	0.1456722046875251	0.13084715730782123
REACTOME_PATHWAY	R-HSA-5610785~GLI3 is processed to GLI3R by the proteasome	4	2.4691358024691357	0.01624204679644737	5717, 5719, 11047, 5689	128	47	11153	7.415558510638298	0.9999995823946757	0.13008139264654722	0.11253418137538534
REACTOME_PATHWAY	R-HSA-5610780~Degradation of GLI1 by the proteasome	4	2.4691358024691357	0.01624204679644737	5717, 5719, 11047, 5689	128	47	11153	7.415558510638298	0.9999995823946757	0.13008139264654722	0.11253418137538534
REACTOME_PATHWAY	R-HSA-5607761~Dectin-1 mediated noncanonical NF-kB signaling	4	2.4691358024691357	0.01624204679644737	5717, 5719, 11047, 5689	128	47	11153	7.415558510638298	0.9999995823946757	0.13008139264654722	0.11253418137538534
